|dates|Macon_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macon_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macon_Alabama_UnitedStates.Male_Total_Population.data|Macon_Alabama_UnitedStates.Male_Total_Population.missing|Macon_Alabama_UnitedStates.Female_Total_Population.data|Macon_Alabama_UnitedStates.Female_Total_Population.missing|Macon_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Macon_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3756.0|0|8383.0|0|10056.0|0|3118.0|0
