|dates|Houston_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Houston_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Houston_Minnesota_UnitedStates.Male_Total_Population.data|Houston_Minnesota_UnitedStates.Male_Total_Population.missing|Houston_Minnesota_UnitedStates.Female_Total_Population.data|Houston_Minnesota_UnitedStates.Female_Total_Population.missing|Houston_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Houston_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3992.0|0|9328.0|0|9250.0|0|4035.0|0
