|dates|Comanche_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Comanche_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Comanche_Kansas_UnitedStates.Male_Total_Population.data|Comanche_Kansas_UnitedStates.Male_Total_Population.missing|Comanche_Kansas_UnitedStates.Female_Total_Population.data|Comanche_Kansas_UnitedStates.Female_Total_Population.missing|Comanche_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Comanche_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|447.0|0|849.0|0|899.0|0|415.0|0
