|dates|Kearny_Kansas_UnitedStates.BLS_EmployedPopulation.data|Kearny_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Kearny_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Kearny_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Kearny_Kansas_UnitedStates.BLS_UnemploymentRate.data|Kearny_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Kearny_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Kearny_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-02|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-03|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-04|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-05|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-06|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-07|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-08|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-09|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-10|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-11|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-12|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-13|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-14|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-15|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-16|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-17|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-18|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-19|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-20|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-21|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-22|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-23|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-24|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-25|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-26|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-27|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-28|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-29|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-30|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-01-31|1959.0|0|43.5|0|2.1722846441947565|0|2002.5|0
0|2020-02-01|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-02|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-03|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-04|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-05|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-06|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-07|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-08|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-09|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-10|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-11|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-12|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-13|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-14|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-15|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-16|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-17|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-18|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-19|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-20|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-21|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-22|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-23|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-24|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-25|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-26|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-27|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-28|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-02-29|1986.5|0|36.5|0|1.8042511122095897|0|2023.0|0
0|2020-03-01|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-02|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-03|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-04|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-05|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-06|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-07|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-08|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-09|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-10|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-11|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-12|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-13|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-14|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-15|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-16|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-17|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-18|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-19|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-20|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-21|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-22|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-23|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-24|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-25|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-26|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-27|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-28|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-29|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-30|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-03-31|1996.5|0|36.5|0|1.795376291195278|0|2033.0|0
0|2020-04-01|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
0|2020-04-02|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
0|2020-04-03|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
0|2020-04-04|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
0|2020-04-05|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
0|2020-04-06|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
0|2020-04-07|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
0|2020-04-08|1797.0|0|93.0|0|4.920634920634921|0|1890.0|0
