|dates|Lea_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lea_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lea_NewMexico_UnitedStates.Male_Total_Population.data|Lea_NewMexico_UnitedStates.Male_Total_Population.missing|Lea_NewMexico_UnitedStates.Female_Total_Population.data|Lea_NewMexico_UnitedStates.Female_Total_Population.missing|Lea_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Lea_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7948.0|0|35768.0|0|33843.0|0|20752.0|0
