|dates|Jefferson_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Mississippi_UnitedStates.Male_Total_Population.data|Jefferson_Mississippi_UnitedStates.Male_Total_Population.missing|Jefferson_Mississippi_UnitedStates.Female_Total_Population.data|Jefferson_Mississippi_UnitedStates.Female_Total_Population.missing|Jefferson_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1199.0|0|3489.0|0|3617.0|0|1607.0|0
