|dates|Orange_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_Vermont_UnitedStates.Male_Total_Population.data|Orange_Vermont_UnitedStates.Male_Total_Population.missing|Orange_Vermont_UnitedStates.Female_Total_Population.data|Orange_Vermont_UnitedStates.Female_Total_Population.missing|Orange_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6149.0|0|14524.0|0|14475.0|0|5316.0|0
