|dates|Prairie_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Prairie_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Prairie_Arkansas_UnitedStates.Male_Total_Population.data|Prairie_Arkansas_UnitedStates.Male_Total_Population.missing|Prairie_Arkansas_UnitedStates.Female_Total_Population.data|Prairie_Arkansas_UnitedStates.Female_Total_Population.missing|Prairie_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Prairie_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1920.0|0|4063.0|0|4011.0|0|1613.0|0
