|dates|Harrison_WestVirginia_UnitedStates.BLS_EmployedPopulation.data|Harrison_WestVirginia_UnitedStates.BLS_EmployedPopulation.missing|Harrison_WestVirginia_UnitedStates.BLS_UnemployedPopulation.data|Harrison_WestVirginia_UnitedStates.BLS_UnemployedPopulation.missing|Harrison_WestVirginia_UnitedStates.BLS_UnemploymentRate.data|Harrison_WestVirginia_UnitedStates.BLS_UnemploymentRate.missing|Harrison_WestVirginia_UnitedStates.BLS_LaborForcePopulation.data|Harrison_WestVirginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-02|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-03|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-04|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-05|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-06|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-07|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-08|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-09|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-10|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-11|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-12|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-13|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-14|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-15|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-16|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-17|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-18|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-19|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-20|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-21|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-22|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-23|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
0|2020-01-24|32837.0|0|1793.0|0|5.177591683511406|0|34630.0|0
