|dates|Winneshiek_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Winneshiek_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Winneshiek_Iowa_UnitedStates.Male_Total_Population.data|Winneshiek_Iowa_UnitedStates.Male_Total_Population.missing|Winneshiek_Iowa_UnitedStates.Female_Total_Population.data|Winneshiek_Iowa_UnitedStates.Female_Total_Population.missing|Winneshiek_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Winneshiek_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4144.0|0|9993.0|0|10036.0|0|3709.0|0
