|dates|Kosciusko_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kosciusko_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kosciusko_Indiana_UnitedStates.Male_Total_Population.data|Kosciusko_Indiana_UnitedStates.Male_Total_Population.missing|Kosciusko_Indiana_UnitedStates.Female_Total_Population.data|Kosciusko_Indiana_UnitedStates.Female_Total_Population.missing|Kosciusko_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Kosciusko_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13274.0|0|39656.0|0|39688.0|0|18917.0|0
