|dates|Jerome_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jerome_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jerome_Idaho_UnitedStates.Male_Total_Population.data|Jerome_Idaho_UnitedStates.Male_Total_Population.missing|Jerome_Idaho_UnitedStates.Female_Total_Population.data|Jerome_Idaho_UnitedStates.Female_Total_Population.missing|Jerome_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Jerome_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3117.0|0|12241.0|0|11774.0|0|7394.0|0
