|dates|Lincoln_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Georgia_UnitedStates.Male_Total_Population.data|Lincoln_Georgia_UnitedStates.Male_Total_Population.missing|Lincoln_Georgia_UnitedStates.Female_Total_Population.data|Lincoln_Georgia_UnitedStates.Female_Total_Population.missing|Lincoln_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1885.0|0|3836.0|0|4079.0|0|1511.0|0
