|dates|Bradley_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bradley_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bradley_Arkansas_UnitedStates.Male_Total_Population.data|Bradley_Arkansas_UnitedStates.Male_Total_Population.missing|Bradley_Arkansas_UnitedStates.Female_Total_Population.data|Bradley_Arkansas_UnitedStates.Female_Total_Population.missing|Bradley_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Bradley_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2067.0|0|5306.0|0|5591.0|0|2611.0|0
