|dates|Medina_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Medina_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Medina_Ohio_UnitedStates.Male_Total_Population.data|Medina_Ohio_UnitedStates.Male_Total_Population.missing|Medina_Ohio_UnitedStates.Female_Total_Population.data|Medina_Ohio_UnitedStates.Female_Total_Population.missing|Medina_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Medina_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|31990.0|0|88684.0|0|90462.0|0|39987.0|0
