|dates|Mellette_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mellette_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mellette_SouthDakota_UnitedStates.Male_Total_Population.data|Mellette_SouthDakota_UnitedStates.Male_Total_Population.missing|Mellette_SouthDakota_UnitedStates.Female_Total_Population.data|Mellette_SouthDakota_UnitedStates.Female_Total_Population.missing|Mellette_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Mellette_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|316.0|0|1059.0|0|983.0|0|627.0|0
