|dates|Outagamie_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Outagamie_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Outagamie_Wisconsin_UnitedStates.Male_Total_Population.data|Outagamie_Wisconsin_UnitedStates.Male_Total_Population.missing|Outagamie_Wisconsin_UnitedStates.Female_Total_Population.data|Outagamie_Wisconsin_UnitedStates.Female_Total_Population.missing|Outagamie_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Outagamie_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27589.0|0|93674.0|0|93691.0|0|44129.0|0
