|dates|Christian_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Christian_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Christian_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Christian_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Christian_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Christian_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Christian_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Christian_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-02|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-03|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-04|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-05|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-06|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-07|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-08|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-09|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-10|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-11|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-12|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-13|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-14|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-15|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-16|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-17|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-18|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-19|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-20|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-21|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-22|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-23|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-24|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-25|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-26|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-27|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-28|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-29|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-30|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-01-31|23592.0|0|1435.5|0|5.735690740185795|0|25027.5|0
0|2020-02-01|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-02|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-03|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-04|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-05|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-06|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-07|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-08|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-09|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-10|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-11|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-12|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-13|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-14|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-15|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-16|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-17|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-18|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-19|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-20|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-21|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-22|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-23|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-24|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-25|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-26|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-27|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-28|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-02-29|23847.0|0|1384.0|0|5.485315683088264|0|25231.0|0
0|2020-03-01|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-02|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-03|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-04|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-05|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-06|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-07|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-08|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-09|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-10|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-11|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-12|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-13|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-14|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-15|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-16|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-17|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-18|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-19|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-20|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-21|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-22|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-23|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-24|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-25|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-26|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-27|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-28|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-29|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-30|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-03-31|23682.5|0|1583.0|0|6.265460806237755|0|25265.5|0
0|2020-04-01|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-02|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-03|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-04|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-05|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-06|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-07|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-08|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-09|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-10|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-11|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
0|2020-04-12|21092.5|0|4734.5|0|18.33159097068959|0|25827.0|0
