|dates|Monroe_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Kentucky_UnitedStates.Male_Total_Population.data|Monroe_Kentucky_UnitedStates.Male_Total_Population.missing|Monroe_Kentucky_UnitedStates.Female_Total_Population.data|Monroe_Kentucky_UnitedStates.Female_Total_Population.missing|Monroe_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2016.0|0|5343.0|0|5375.0|0|2420.0|0
