|dates|Harrison_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_Mississippi_UnitedStates.Male_Total_Population.data|Harrison_Mississippi_UnitedStates.Male_Total_Population.missing|Harrison_Mississippi_UnitedStates.Female_Total_Population.data|Harrison_Mississippi_UnitedStates.Female_Total_Population.missing|Harrison_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30904.0|0|101231.0|0|105419.0|0|49416.0|0
