|dates|Henry_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Ohio_UnitedStates.Male_Total_Population.data|Henry_Ohio_UnitedStates.Male_Total_Population.missing|Henry_Ohio_UnitedStates.Female_Total_Population.data|Henry_Ohio_UnitedStates.Female_Total_Population.missing|Henry_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5055.0|0|13378.0|0|13708.0|0|6286.0|0
