|dates|Allegheny_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Allegheny_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Allegheny_Pennsylvania_UnitedStates.Male_Total_Population.data|Allegheny_Pennsylvania_UnitedStates.Male_Total_Population.missing|Allegheny_Pennsylvania_UnitedStates.Female_Total_Population.data|Allegheny_Pennsylvania_UnitedStates.Female_Total_Population.missing|Allegheny_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Allegheny_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|230377.0|0|588896.0|0|629556.0|0|227749.0|0
