|dates|Jefferson_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Alabama_UnitedStates.Male_Total_Population.data|Jefferson_Alabama_UnitedStates.Male_Total_Population.missing|Jefferson_Alabama_UnitedStates.Female_Total_Population.data|Jefferson_Alabama_UnitedStates.Female_Total_Population.missing|Jefferson_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|104547.0|0|311591.0|0|347709.0|0|150071.0|0
