|dates|Caribou_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caribou_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caribou_Idaho_UnitedStates.Male_Total_Population.data|Caribou_Idaho_UnitedStates.Male_Total_Population.missing|Caribou_Idaho_UnitedStates.Female_Total_Population.data|Caribou_Idaho_UnitedStates.Female_Total_Population.missing|Caribou_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Caribou_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1234.0|0|3610.0|0|3450.0|0|2020.0|0
