|dates|Cumberland_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_NewJersey_UnitedStates.Male_Total_Population.data|Cumberland_NewJersey_UnitedStates.Male_Total_Population.missing|Cumberland_NewJersey_UnitedStates.Female_Total_Population.data|Cumberland_NewJersey_UnitedStates.Female_Total_Population.missing|Cumberland_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23053.0|0|77018.0|0|73954.0|0|36107.0|0
