|dates|Osceola_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Osceola_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Osceola_Iowa_UnitedStates.Male_Total_Population.data|Osceola_Iowa_UnitedStates.Male_Total_Population.missing|Osceola_Iowa_UnitedStates.Female_Total_Population.data|Osceola_Iowa_UnitedStates.Female_Total_Population.missing|Osceola_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Osceola_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1299.0|0|3082.0|0|2958.0|0|1441.0|0
