|dates|Oakland_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oakland_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oakland_Michigan_UnitedStates.Male_Total_Population.data|Oakland_Michigan_UnitedStates.Male_Total_Population.missing|Oakland_Michigan_UnitedStates.Female_Total_Population.data|Oakland_Michigan_UnitedStates.Female_Total_Population.missing|Oakland_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Oakland_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|211527.0|0|617094.0|0|642107.0|0|264031.0|0
