|dates|Douglas_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_SouthDakota_UnitedStates.Male_Total_Population.data|Douglas_SouthDakota_UnitedStates.Male_Total_Population.missing|Douglas_SouthDakota_UnitedStates.Female_Total_Population.data|Douglas_SouthDakota_UnitedStates.Female_Total_Population.missing|Douglas_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-02-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-03-31|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-04-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-05-31|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-06-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-07-31|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-08-31|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-09-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-10-31|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-11-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-17|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-18|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-19|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-20|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-21|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-22|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-23|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-24|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-25|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-26|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-27|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-28|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-29|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-30|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2020-12-31|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-01|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-02|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-03|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-04|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-05|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-06|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-07|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-08|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-09|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-10|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-11|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-12|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-13|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-14|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-15|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-16|707.0|0|1452.0|0|1483.0|0|755.0|0
0|2021-01-17|707.0|0|1452.0|0|1483.0|0|755.0|0
