|dates|Marion_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Kentucky_UnitedStates.Male_Total_Population.data|Marion_Kentucky_UnitedStates.Male_Total_Population.missing|Marion_Kentucky_UnitedStates.Female_Total_Population.data|Marion_Kentucky_UnitedStates.Female_Total_Population.missing|Marion_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3186.0|0|9605.0|0|9799.0|0|4692.0|0
