|dates|CrowWing_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|CrowWing_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|CrowWing_Minnesota_UnitedStates.Male_Total_Population.data|CrowWing_Minnesota_UnitedStates.Male_Total_Population.missing|CrowWing_Minnesota_UnitedStates.Female_Total_Population.data|CrowWing_Minnesota_UnitedStates.Female_Total_Population.missing|CrowWing_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|CrowWing_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14549.0|0|32283.0|0|32606.0|0|14053.0|0
