|dates|Thayer_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Thayer_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Thayer_Nebraska_UnitedStates.Male_Total_Population.data|Thayer_Nebraska_UnitedStates.Male_Total_Population.missing|Thayer_Nebraska_UnitedStates.Female_Total_Population.data|Thayer_Nebraska_UnitedStates.Female_Total_Population.missing|Thayer_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Thayer_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1273.0|0|2507.0|0|2532.0|0|1157.0|0
