|dates|Morgan_Ohio_UnitedStates.JHU_ConfirmedCases.data|Morgan_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Ohio_UnitedStates.NYT_ConfirmedCases.data|Morgan_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1252.0|0|0.0|100|25.0|0|0.0|100
