|dates|Washington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Virginia_UnitedStates.Male_Total_Population.data|Washington_Virginia_UnitedStates.Male_Total_Population.missing|Washington_Virginia_UnitedStates.Female_Total_Population.data|Washington_Virginia_UnitedStates.Female_Total_Population.missing|Washington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12374.0|0|26798.0|0|27604.0|0|10061.0|0
