|dates|Camden_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Camden_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Camden_Missouri_UnitedStates.Male_Total_Population.data|Camden_Missouri_UnitedStates.Male_Total_Population.missing|Camden_Missouri_UnitedStates.Female_Total_Population.data|Camden_Missouri_UnitedStates.Female_Total_Population.missing|Camden_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Camden_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12905.0|0|22792.0|0|23023.0|0|8111.0|0
