|dates|Major_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Major_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Major_Oklahoma_UnitedStates.Male_Total_Population.data|Major_Oklahoma_UnitedStates.Male_Total_Population.missing|Major_Oklahoma_UnitedStates.Female_Total_Population.data|Major_Oklahoma_UnitedStates.Female_Total_Population.missing|Major_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Major_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1600.0|0|3744.0|0|3900.0|0|1932.0|0
