|dates|Lake_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Tennessee_UnitedStates.Male_Total_Population.data|Lake_Tennessee_UnitedStates.Male_Total_Population.missing|Lake_Tennessee_UnitedStates.Female_Total_Population.data|Lake_Tennessee_UnitedStates.Female_Total_Population.missing|Lake_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1166.0|0|4764.0|0|2647.0|0|1050.0|0
