|dates|EastBatonRouge_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|EastBatonRouge_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|EastBatonRouge_Louisiana_UnitedStates.Male_Total_Population.data|EastBatonRouge_Louisiana_UnitedStates.Male_Total_Population.missing|EastBatonRouge_Louisiana_UnitedStates.Female_Total_Population.data|EastBatonRouge_Louisiana_UnitedStates.Female_Total_Population.missing|EastBatonRouge_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|EastBatonRouge_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|62528.0|0|210609.0|0|230347.0|0|99927.0|0
