|dates|Jackson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Indiana_UnitedStates.Male_Total_Population.data|Jackson_Indiana_UnitedStates.Male_Total_Population.missing|Jackson_Indiana_UnitedStates.Female_Total_Population.data|Jackson_Indiana_UnitedStates.Female_Total_Population.missing|Jackson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7218.0|0|21987.0|0|22124.0|0|10835.0|0
