|dates|Jefferson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Ohio_UnitedStates.Male_Total_Population.data|Jefferson_Ohio_UnitedStates.Male_Total_Population.missing|Jefferson_Ohio_UnitedStates.Female_Total_Population.data|Jefferson_Ohio_UnitedStates.Female_Total_Population.missing|Jefferson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14173.0|0|31955.0|0|33812.0|0|12596.0|0
