|dates|Macon_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macon_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macon_Tennessee_UnitedStates.Male_Total_Population.data|Macon_Tennessee_UnitedStates.Male_Total_Population.missing|Macon_Tennessee_UnitedStates.Female_Total_Population.data|Macon_Tennessee_UnitedStates.Female_Total_Population.missing|Macon_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Macon_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3814.0|0|11862.0|0|12403.0|0|5987.0|0
