|dates|Cascade_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cascade_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cascade_Montana_UnitedStates.Male_Total_Population.data|Cascade_Montana_UnitedStates.Male_Total_Population.missing|Cascade_Montana_UnitedStates.Female_Total_Population.data|Cascade_Montana_UnitedStates.Female_Total_Population.missing|Cascade_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Cascade_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15160.0|0|41285.0|0|40358.0|0|18289.0|0
