|dates|Cook_Illinois_UnitedStates.AveragePrecipitationTotal.data|Cook_Illinois_UnitedStates.AveragePrecipitationTotal.missing|Cook_Illinois_UnitedStates.AveragePrecipitation.data|Cook_Illinois_UnitedStates.AveragePrecipitation.missing|Cook_Illinois_UnitedStates.AverageWindDirection.data|Cook_Illinois_UnitedStates.AverageWindDirection.missing|Cook_Illinois_UnitedStates.AverageWindSpeed.data|Cook_Illinois_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|216.04166666666666|0|12.458333333333334|0
0|2020-01-02|0.0|0|0.0|0|220.0|0|12.833333333333334|0
0|2020-01-03|0.0|0|0.0|0|261.25|0|6.458333333333333|0
0|2020-01-04|0.0|0|0.00016666666666666666|0|310.5416666666667|0|10.527777777777777|0
0|2020-01-05|0.0004166666666666667|0|0.0|0|238.75|0|15.041666666666666|0
0|2020-01-06|0.0|0|0.0|0|236.66666666666666|0|8.875|0
0|2020-01-07|0.0|0|0.0|0|255.83333333333334|0|11.291666666666666|0
0|2020-01-08|0.0|0|0.0|0|205.0|0|10.916666666666666|0
0|2020-01-09|0.0|0|0.0008333333333333334|0|177.08333333333334|0|18.645833333333332|0
0|2020-01-10|0.0008333333333333334|0|0.033749999999999995|0|97.08333333333333|0|9.354166666666666|0
0|2020-01-11|0.059166666666666666|0|0.02298611111111111|0|65.52083333333333|0|20.274305555555554|0
0|2020-01-12|0.0016666666666666668|0|0.0|0|166.45833333333334|0|6.604166666666667|0
0|2020-01-13|0.0|0|0.0|0|200.52083333333334|0|8.822916666666666|0
0|2020-01-14|0.0|0|0.0|0|229.79166666666666|0|9.125|0
0|2020-01-15|0.0|0|0.0|0|187.01388888888889|0|8.881944444444445|0
0|2020-01-16|0.0|0|0.0|0|290.4166666666667|0|12.645833333333334|0
0|2020-01-17|0.0|0|0.0017708333333333335|0|167.0625|0|11.888194444444444|0
0|2020-01-18|0.008749999999999999|0|0.01361111111111111|0|230.625|0|18.125|0
0|2020-01-19|0.0008333333333333334|0|0.0|0|285.0|0|14.020833333333334|0
0|2020-01-20|0.0|0|0.0|0|240.0|0|6.3125|0
0|2020-01-21|0.0|0|0.0|0|241.45833333333334|0|8.666666666666666|0
0|2020-01-22|0.0|0|0.0|0|193.54166666666666|0|11.958333333333334|0
0|2020-01-23|0.0001388888888888889|0|0.0029861111111111113|0|151.25|0|8.29861111111111|0
0|2020-01-24|0.006666666666666667|0|0.010208333333333333|0|116.80555555555554|0|5.8125|0
0|2020-01-25|0.012499999999999999|0|0.0033333333333333335|0|258.19444444444446|0|10.23263888888889|0
0|2020-01-26|0.0020833333333333333|0|0.0|0|262.2916666666667|0|10.5625|0
0|2020-01-27|0.0|0|0.0|0|308.125|0|6.416666666666667|0
0|2020-01-28|0.0|0|0.0|0|238.33333333333334|0|5.208333333333333|0
0|2020-01-29|0.0|0|0.00375|0|70.83333333333333|0|2.8125|0
0|2020-01-30|0.00375|0|0.0|0|152.08333333333334|0|4.791666666666667|0
0|2020-01-31|0.0|0|0.0|0|156.38888888888889|0|5.763888888888889|0
0|2020-02-01|0.0008333333333333334|0|0.0014583333333333334|0|230.1388888888889|0|11.75|0
0|2020-02-02|0.0|0|0.0|0|252.08333333333334|0|14.958333333333334|0
0|2020-02-03|0.0|0|0.0|0|83.33333333333333|0|8.916666666666666|0
0|2020-02-04|0.0|0|0.0|0|24.583333333333332|0|20.416666666666668|0
0|2020-02-05|0.0|0|0.0008333333333333334|0|59.22222222222223|0|13.887500000000001|0
0|2020-02-06|0.0020833333333333333|0|0.002638888888888889|0|104.16666666666667|0|12.5625|0
0|2020-02-07|0.0020833333333333333|0|0.0|0|290.97222222222223|0|8.222222222222223|0
0|2020-02-08|0.0|0|0.0|0|243.33333333333334|0|7.416666666666667|0
0|2020-02-09|0.0|0|0.0015416666666666667|0|197.66666666666666|0|10.69027777777778|0
0|2020-02-10|0.0020833333333333333|0|0.0|0|250.625|0|7.5625|0
0|2020-02-11|0.0|0|0.0|0|267.9166666666667|0|10.958333333333334|0
0|2020-02-12|0.0|0|0.005604166666666667|0|201.5625|0|6.70625|0
0|2020-02-13|0.004166666666666667|0|0.0004166666666666667|0|299.65972222222223|0|12.184722222222222|0
0|2020-02-14|0.0|0|0.0|0|242.70833333333334|0|8.333333333333334|0
0|2020-02-15|0.0|0|0.0|0|214.58333333333334|0|13.958333333333334|0
0|2020-02-16|0.0|0|0.0|0|139.58333333333334|0|4.416666666666667|0
