|dates|Bond_Illinois_UnitedStates.BLS_EmployedPopulation.data|Bond_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Bond_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Bond_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Bond_Illinois_UnitedStates.BLS_UnemploymentRate.data|Bond_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Bond_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Bond_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-02|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-03|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-04|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-05|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-06|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-07|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-08|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-09|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-10|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-11|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-12|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-13|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-14|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-15|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-16|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-17|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-18|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-19|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-20|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-21|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-22|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-23|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-24|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-25|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-26|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-27|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-28|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-29|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-30|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-01-31|7355.0|0|279.5|0|3.661012509005174|0|7634.5|0
0|2020-02-01|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-02|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-03|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-04|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-05|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-06|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-07|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-08|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-09|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-10|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-11|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-12|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-13|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-14|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-15|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-16|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-17|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-18|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-19|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-20|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-21|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-22|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-23|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-24|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-25|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-26|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-27|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-28|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-02-29|7316.0|0|242.5|0|3.2083085268241054|0|7558.5|0
0|2020-03-01|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-02|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-03|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-04|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-05|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-06|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-07|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-08|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-09|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-10|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-11|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-12|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-13|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-14|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-15|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-16|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-17|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-18|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-19|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-20|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-21|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-22|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-23|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-24|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-25|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-26|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-27|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-28|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-29|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-30|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-03-31|7091.5|0|220.0|0|3.0089584900499213|0|7311.5|0
0|2020-04-01|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-02|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-03|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-04|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-05|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-06|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-07|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-08|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
0|2020-04-09|5976.0|0|871.5|0|12.727272727272727|0|6847.5|0
