|dates|OutofTX_Texas_UnitedStates.JHU_ConfirmedCases.data|OutofTX_Texas_UnitedStates.JHU_ConfirmedCases.missing|OutofTX_Texas_UnitedStates.NYT_ConfirmedCases.data|OutofTX_Texas_UnitedStates.NYT_ConfirmedCases.missing|OutofTX_Texas_UnitedStates.JHU_ConfirmedDeaths.data|OutofTX_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|OutofTX_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|OutofTX_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
