|dates|Hayes_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hayes_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hayes_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Hayes_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Hayes_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hayes_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hayes_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hayes_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|61.0|0|0.0|100|0.0|0|0.0|100
