|dates|McClain_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McClain_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McClain_Oklahoma_UnitedStates.Male_Total_Population.data|McClain_Oklahoma_UnitedStates.Male_Total_Population.missing|McClain_Oklahoma_UnitedStates.Female_Total_Population.data|McClain_Oklahoma_UnitedStates.Female_Total_Population.missing|McClain_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|McClain_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6194.0|0|19844.0|0|20141.0|0|10265.0|0
