|dates|Laurel_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Laurel_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Laurel_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Laurel_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Laurel_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|10647.0|0|0.0|100|87.0|0|0.0|100
