|dates|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Westchester_NewYork_UnitedStates.NYT_ConfirmedCases.data|Westchester_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|137104.0|0|0.0|100|2308.0|0|0.0|100
