|dates|Butler_Missouri_UnitedStates.BLS_EmployedPopulation.data|Butler_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Butler_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Butler_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Butler_Missouri_UnitedStates.BLS_UnemploymentRate.data|Butler_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Butler_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Butler_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-02|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-03|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-04|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-05|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-06|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-07|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-08|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-09|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-10|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-11|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-12|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-13|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-14|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-15|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-16|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-17|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-18|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-19|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-20|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-21|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-22|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-23|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-24|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-25|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-26|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-27|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-28|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-29|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-30|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-01-31|17178.0|0|886.5|0|4.907415095906336|0|18064.5|0
0|2020-02-01|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-02|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-03|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-04|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-05|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-06|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-07|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-08|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-09|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-10|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-11|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-12|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-13|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-14|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-15|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-16|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-17|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-18|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-19|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-20|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-21|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-22|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-23|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-24|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-25|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-26|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-27|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-28|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-02-29|17326.5|0|838.5|0|4.616019818331957|0|18165.0|0
0|2020-03-01|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-02|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-03|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-04|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-05|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-06|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-07|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-08|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-09|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-10|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-11|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-12|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-13|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-14|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-15|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-16|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-17|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-18|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-19|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-20|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-21|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-22|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-23|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-24|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-25|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-26|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-27|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-28|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-29|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-30|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-03-31|17490.0|0|987.0|0|5.3417762623802565|0|18477.0|0
0|2020-04-01|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-02|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-03|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-04|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-05|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-06|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-07|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-08|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-09|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-10|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-11|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-12|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-13|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-14|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-15|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-16|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-17|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-18|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-19|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-20|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-21|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-22|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-23|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-24|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-25|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-26|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-27|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-28|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-29|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-04-30|15920.0|0|2177.0|0|12.029618168757253|0|18097.0|0
0|2020-05-01|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-02|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-03|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-04|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-05|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-06|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-07|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-08|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-09|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-10|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-11|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-12|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-13|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-14|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-15|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-16|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
0|2020-05-17|15890.0|0|1700.0|0|9.664582148948266|0|17590.0|0
