|dates|Lapeer_Michigan_UnitedStates.AveragePrecipitationTotal.data|Lapeer_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Lapeer_Michigan_UnitedStates.AveragePrecipitation.data|Lapeer_Michigan_UnitedStates.AveragePrecipitation.missing|Lapeer_Michigan_UnitedStates.AverageWindDirection.data|Lapeer_Michigan_UnitedStates.AverageWindDirection.missing|Lapeer_Michigan_UnitedStates.AverageWindSpeed.data|Lapeer_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|235.26041666666666|0|10.28125|0
0|2020-01-02|0.0|0|0.0|0|212.41319444444446|0|11.256944444444443|0
0|2020-01-03|0.0|0|0.0|0|198.69791666666666|0|3.7395833333333335|0
0|2020-01-04|0.0|0|0.0|0|247.86458333333334|0|5.885416666666667|0
0|2020-01-05|0.0|0|0.0|0|228.64583333333334|0|9.989583333333334|0
0|2020-01-06|0.0|0|0.0|0|264.8958333333333|0|12.484375|0
0|2020-01-07|0.0|0|0.0014583333333333334|0|221.875|0|7.140625|0
0|2020-01-08|0.0008333333333333334|0|0.0|0|222.86458333333334|0|7.635416666666667|0
0|2020-01-09|0.0|0|0.0|0|130.72916666666666|0|10.385416666666666|0
0|2020-01-10|0.0|0|0.0|0|143.07291666666666|0|7.364583333333333|0
0|2020-01-11|0.02854166666666667|0|0.04401041666666664|0|60.520833333333336|0|9.572916666666666|0
0|2020-01-12|0.004166666666666667|0|0.0007291666666666667|0|176.51041666666666|0|5.921875|0
0|2020-01-13|0.0|0|0.0|0|119.63541666666667|0|3.390625|0
0|2020-01-14|0.0|0|0.0|0|192.86458333333334|0|7.036458333333333|0
0|2020-01-15|0.0|0|0.0|0|134.11458333333334|0|3.9010416666666665|0
0|2020-01-16|0.0|0|0.0|0|295.0|0|11.53125|0
0|2020-01-17|0.0|0|0.0|0|159.11458333333334|0|5.229166666666667|0
0|2020-01-18|0.0|0|0.0014583333333333332|0|185.3125|0|13.661458333333334|0
0|2020-01-19|0.0008333333333333334|0|0.0|0|286.0416666666667|0|10.489583333333334|0
0|2020-01-20|0.0|0|0.0|0|238.4375|0|4.057291666666667|0
0|2020-01-21|0.0|0|0.0|0|213.33333333333334|0|6.239583333333333|0
0|2020-01-22|0.0|0|0.0|0|200.72916666666666|0|8.546875|0
