|dates|Champaign_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Champaign_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Champaign_Illinois_UnitedStates.Male_Total_Population.data|Champaign_Illinois_UnitedStates.Male_Total_Population.missing|Champaign_Illinois_UnitedStates.Female_Total_Population.data|Champaign_Illinois_UnitedStates.Female_Total_Population.missing|Champaign_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Champaign_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26930.0|0|104634.0|0|105349.0|0|39434.0|0
