|dates|Robeson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Robeson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Robeson_NorthCarolina_UnitedStates.Male_Total_Population.data|Robeson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Robeson_NorthCarolina_UnitedStates.Female_Total_Population.data|Robeson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Robeson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Robeson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20065.0|0|63581.0|0|68250.0|0|32729.0|0
