|dates|Greene_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Virginia_UnitedStates.Male_Total_Population.data|Greene_Virginia_UnitedStates.Male_Total_Population.missing|Greene_Virginia_UnitedStates.Female_Total_Population.data|Greene_Virginia_UnitedStates.Female_Total_Population.missing|Greene_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3432.0|0|9632.0|0|10147.0|0|4731.0|0
