|dates|Bosque_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bosque_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bosque_Texas_UnitedStates.Male_Total_Population.data|Bosque_Texas_UnitedStates.Male_Total_Population.missing|Bosque_Texas_UnitedStates.Female_Total_Population.data|Bosque_Texas_UnitedStates.Female_Total_Population.missing|Bosque_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bosque_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4607.0|0|9248.0|0|9443.0|0|4033.0|0
