|dates|Gilpin_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gilpin_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gilpin_Colorado_UnitedStates.Male_Total_Population.data|Gilpin_Colorado_UnitedStates.Male_Total_Population.missing|Gilpin_Colorado_UnitedStates.Female_Total_Population.data|Gilpin_Colorado_UnitedStates.Female_Total_Population.missing|Gilpin_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Gilpin_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1035.0|0|3212.0|0|2909.0|0|952.0|0
