|dates|Montgomery_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Iowa_UnitedStates.Male_Total_Population.data|Montgomery_Iowa_UnitedStates.Male_Total_Population.missing|Montgomery_Iowa_UnitedStates.Female_Total_Population.data|Montgomery_Iowa_UnitedStates.Female_Total_Population.missing|Montgomery_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2144.0|0|4876.0|0|5127.0|0|2274.0|0
