|dates|Cedar_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cedar_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cedar_Nebraska_UnitedStates.Male_Total_Population.data|Cedar_Nebraska_UnitedStates.Male_Total_Population.missing|Cedar_Nebraska_UnitedStates.Female_Total_Population.data|Cedar_Nebraska_UnitedStates.Female_Total_Population.missing|Cedar_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Cedar_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1808.0|0|4275.0|0|4171.0|0|2150.0|0
