|dates|Tate_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tate_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tate_Mississippi_UnitedStates.Male_Total_Population.data|Tate_Mississippi_UnitedStates.Male_Total_Population.missing|Tate_Mississippi_UnitedStates.Female_Total_Population.data|Tate_Mississippi_UnitedStates.Female_Total_Population.missing|Tate_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Tate_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4799.0|0|13850.0|0|14909.0|0|6537.0|0
