|dates|Nicollet_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nicollet_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nicollet_Minnesota_UnitedStates.Male_Total_Population.data|Nicollet_Minnesota_UnitedStates.Male_Total_Population.missing|Nicollet_Minnesota_UnitedStates.Female_Total_Population.data|Nicollet_Minnesota_UnitedStates.Female_Total_Population.missing|Nicollet_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Nicollet_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5558.0|0|17295.0|0|16925.0|0|7585.0|0
