|dates|PrinceWilliam_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PrinceWilliam_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PrinceWilliam_Virginia_UnitedStates.Male_Total_Population.data|PrinceWilliam_Virginia_UnitedStates.Male_Total_Population.missing|PrinceWilliam_Virginia_UnitedStates.Female_Total_Population.data|PrinceWilliam_Virginia_UnitedStates.Female_Total_Population.missing|PrinceWilliam_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|PrinceWilliam_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|46319.0|0|233996.0|0|234015.0|0|127210.0|0
