|dates|Iowa_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iowa_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iowa_Wisconsin_UnitedStates.Male_Total_Population.data|Iowa_Wisconsin_UnitedStates.Male_Total_Population.missing|Iowa_Wisconsin_UnitedStates.Female_Total_Population.data|Iowa_Wisconsin_UnitedStates.Female_Total_Population.missing|Iowa_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Iowa_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4458.0|0|11904.0|0|11867.0|0|5445.0|0
