|dates|Thurston_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Thurston_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Thurston_Washington_UnitedStates.Male_Total_Population.data|Thurston_Washington_UnitedStates.Male_Total_Population.missing|Thurston_Washington_UnitedStates.Female_Total_Population.data|Thurston_Washington_UnitedStates.Female_Total_Population.missing|Thurston_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Thurston_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|49514.0|0|140136.0|0|146283.0|0|61378.0|0
