|dates|Meade_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Meade_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Meade_Kentucky_UnitedStates.Male_Total_Population.data|Meade_Kentucky_UnitedStates.Male_Total_Population.missing|Meade_Kentucky_UnitedStates.Female_Total_Population.data|Meade_Kentucky_UnitedStates.Female_Total_Population.missing|Meade_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Meade_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4026.0|0|14460.0|0|14255.0|0|6425.0|0
