|dates|Pennington_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pennington_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pennington_SouthDakota_UnitedStates.Male_Total_Population.data|Pennington_SouthDakota_UnitedStates.Male_Total_Population.missing|Pennington_SouthDakota_UnitedStates.Female_Total_Population.data|Pennington_SouthDakota_UnitedStates.Female_Total_Population.missing|Pennington_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Pennington_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20087.0|0|56294.0|0|55435.0|0|25603.0|0
